usr_id,operate_state,cus_bullet,cus_dice,cus_bullet_audio
Uf2a69be524361fd02e1b60baa1e445a6,cusBullet&user_id=Uf2a69be524361fd02e1b60baa1e445a6,https://i.imgur.com/RMSYfj7.jpeg,學餐^$^巧之味^$^麥當當^$^搶班代的便當,
